ref_date,generation_type,reported_total_mwh,computed_total_mwh,suppressed_component_count,component_count,variance_mwh,variance_pct,reconciliation_flag
2013-01-01,Combustion turbine,47280,47280,0,1,0,0.0000,OK
2013-01-01,Conventional steam turbine,894824,894824,0,2,0,0.0000,OK
2013-01-01,Hydraulic turbine,96515,96515,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-01-01,Tidal power turbine,2324,2324,0,1,0,0.0000,OK
2013-01-01,Total all types of electricity generation,1098014,1098014,0,2,0,0.0000,OK
2013-01-01,Wind power turbine,57071,57071,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-02-01,Combustion turbine,26735,26735,0,1,0,0.0000,OK
2013-02-01,Conventional steam turbine,952302,952302,0,2,0,0.0000,OK
2013-02-01,Hydraulic turbine,95915,95915,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-02-01,Tidal power turbine,2170,2170,0,1,0,0.0000,OK
2013-02-01,Total all types of electricity generation,1109874,1109874,0,2,0,0.0000,OK
2013-02-01,Wind power turbine,32752,32752,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-03-01,Combustion turbine,28264,28264,0,1,0,0.0000,OK
2013-03-01,Conventional steam turbine,784342,784342,0,2,0,0.0000,OK
2013-03-01,Hydraulic turbine,100245,100245,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-03-01,Tidal power turbine,2559,2559,0,1,0,0.0000,OK
2013-03-01,Total all types of electricity generation,950904,950904,0,2,0,0.0000,OK
2013-03-01,Wind power turbine,35494,35494,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-04-01,Combustion turbine,8238,8238,0,1,0,0.0000,OK
2013-04-01,Conventional steam turbine,705775,705775,0,2,0,0.0000,OK
2013-04-01,Hydraulic turbine,106242,106242,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-04-01,Tidal power turbine,2447,2447,0,1,0,0.0000,OK
2013-04-01,Total all types of electricity generation,858836,858836,0,2,0,0.0000,OK
2013-04-01,Wind power turbine,36134,36134,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-05-01,Combustion turbine,3848,3848,0,1,0,0.0000,OK
2013-05-01,Conventional steam turbine,657512,657512,0,2,0,0.0000,OK
2013-05-01,Hydraulic turbine,76873,76873,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-05-01,Tidal power turbine,2799,2799,0,1,0,0.0000,OK
2013-05-01,Total all types of electricity generation,781325,781325,0,2,0,0.0000,OK
2013-05-01,Wind power turbine,40293,40293,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-06-01,Combustion turbine,6636,6636,0,1,0,0.0000,OK
2013-06-01,Conventional steam turbine,591808,591808,0,2,0,0.0000,OK
2013-06-01,Hydraulic turbine,55597,55597,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-06-01,Tidal power turbine,435,435,0,1,0,0.0000,OK
2013-06-01,Total all types of electricity generation,687731,687731,0,2,0,0.0000,OK
2013-06-01,Wind power turbine,33255,33255,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-07-01,Combustion turbine,40031,40031,0,1,0,0.0000,OK
2013-07-01,Conventional steam turbine,658400,658400,0,2,0,0.0000,OK
2013-07-01,Hydraulic turbine,58507,58507,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-07-01,Tidal power turbine,585,585,0,1,0,0.0000,OK
2013-07-01,Total all types of electricity generation,785594,785594,0,2,0,0.0000,OK
2013-07-01,Wind power turbine,28071,28071,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-08-01,Combustion turbine,74012,74012,0,1,0,0.0000,OK
2013-08-01,Conventional steam turbine,583462,583462,0,2,0,0.0000,OK
2013-08-01,Hydraulic turbine,42835,42835,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-08-01,Tidal power turbine,-167,-167,0,1,0,0.0000,OK
2013-08-01,Total all types of electricity generation,730077,730077,0,2,0,0.0000,OK
2013-08-01,Wind power turbine,29935,29935,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-09-01,Combustion turbine,63545,63545,0,1,0,0.0000,OK
2013-09-01,Conventional steam turbine,526731,526731,0,2,0,0.0000,OK
2013-09-01,Hydraulic turbine,59784,59784,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-09-01,Tidal power turbine,-211,-211,0,1,0,0.0000,OK
2013-09-01,Total all types of electricity generation,690112,690112,0,2,0,0.0000,OK
2013-09-01,Wind power turbine,40263,40263,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-10-01,Combustion turbine,65199,65199,0,1,0,0.0000,OK
2013-10-01,Conventional steam turbine,612072,612072,0,2,0,0.0000,OK
2013-10-01,Hydraulic turbine,59658,59658,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-10-01,Tidal power turbine,-152,-152,0,1,0,0.0000,OK
2013-10-01,Total all types of electricity generation,774850,774850,0,2,0,0.0000,OK
2013-10-01,Wind power turbine,38073,38073,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-11-01,Combustion turbine,72451,72451,0,1,0,0.0000,OK
2013-11-01,Conventional steam turbine,692749,692749,0,2,0,0.0000,OK
2013-11-01,Hydraulic turbine,80982,80982,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-11-01,Tidal power turbine,447,447,0,1,0,0.0000,OK
2013-11-01,Total all types of electricity generation,896851,896851,0,2,0,0.0000,OK
2013-11-01,Wind power turbine,50222,50222,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-12-01,Combustion turbine,62354,62354,0,1,0,0.0000,OK
2013-12-01,Conventional steam turbine,925467,925467,0,2,0,0.0000,OK
2013-12-01,Hydraulic turbine,125356,125356,1,2,0,0.0000,SUPPRESSED_SOURCE
2013-12-01,Tidal power turbine,1594,1594,0,1,0,0.0000,OK
2013-12-01,Total all types of electricity generation,1158725,1158725,0,2,0,0.0000,OK
2013-12-01,Wind power turbine,43954,43954,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-01-01,Combustion turbine,26967,26967,0,1,0,0.0000,OK
2014-01-01,Conventional steam turbine,900077,900077,0,2,0,0.0000,OK
2014-01-01,Hydraulic turbine,124235,124235,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-01-01,Tidal power turbine,1533,1533,0,1,0,0.0000,OK
2014-01-01,Total all types of electricity generation,1109201,1109201,0,2,0,0.0000,OK
2014-01-01,Wind power turbine,56389,56389,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-02-01,Combustion turbine,39658,39658,0,1,0,0.0000,OK
2014-02-01,Conventional steam turbine,824431,824431,0,2,0,0.0000,OK
2014-02-01,Hydraulic turbine,113759,113759,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-02-01,Tidal power turbine,1352,1352,0,1,0,0.0000,OK
2014-02-01,Total all types of electricity generation,1009914,1009914,0,2,0,0.0000,OK
2014-02-01,Wind power turbine,30714,30714,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-03-01,Combustion turbine,36714,36714,0,1,0,0.0000,OK
2014-03-01,Conventional steam turbine,889238,889238,0,2,0,0.0000,OK
2014-03-01,Hydraulic turbine,104012,104012,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-03-01,Tidal power turbine,1983,1983,0,1,0,0.0000,OK
2014-03-01,Total all types of electricity generation,1067609,1067609,0,2,0,0.0000,OK
2014-03-01,Wind power turbine,35662,35662,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-04-01,Combustion turbine,78056,78056,0,1,0,0.0000,OK
2014-04-01,Conventional steam turbine,626711,626711,0,2,0,0.0000,OK
2014-04-01,Hydraulic turbine,127012,127012,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-04-01,Tidal power turbine,1530,1530,0,1,0,0.0000,OK
2014-04-01,Total all types of electricity generation,870199,870199,0,2,0,0.0000,OK
2014-04-01,Wind power turbine,36890,36890,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-05-01,Combustion turbine,86824,86824,0,1,0,0.0000,OK
2014-05-01,Conventional steam turbine,585313,585313,0,2,0,0.0000,OK
2014-05-01,Hydraulic turbine,110802,110802,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-05-01,Tidal power turbine,1894,1894,0,1,0,0.0000,OK
2014-05-01,Total all types of electricity generation,813662,813662,0,2,0,0.0000,OK
2014-05-01,Wind power turbine,28829,28829,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-06-01,Combustion turbine,21814,21814,0,1,0,0.0000,OK
2014-06-01,Conventional steam turbine,596053,596053,0,2,0,0.0000,OK
2014-06-01,Hydraulic turbine,62031,62031,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-06-01,Tidal power turbine,1865,1865,0,1,0,0.0000,OK
2014-06-01,Total all types of electricity generation,711225,711225,0,2,0,0.0000,OK
2014-06-01,Wind power turbine,29462,29462,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-07-01,Combustion turbine,41068,41068,0,1,0,0.0000,OK
2014-07-01,Conventional steam turbine,607053,607053,0,2,0,0.0000,OK
2014-07-01,Hydraulic turbine,39335,39335,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-07-01,Tidal power turbine,586,586,0,1,0,0.0000,OK
2014-07-01,Total all types of electricity generation,733226,733226,0,2,0,0.0000,OK
2014-07-01,Wind power turbine,45184,45184,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-08-01,Combustion turbine,84606,84606,0,1,0,0.0000,OK
2014-08-01,Conventional steam turbine,610018,610018,0,2,0,0.0000,OK
2014-08-01,Hydraulic turbine,35915,35915,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-08-01,Tidal power turbine,1781,1781,0,1,0,0.0000,OK
2014-08-01,Total all types of electricity generation,757813,757813,0,2,0,0.0000,OK
2014-08-01,Wind power turbine,25493,25493,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-09-01,Combustion turbine,70023,70023,0,1,0,0.0000,OK
2014-09-01,Conventional steam turbine,503004,503004,0,2,0,0.0000,OK
2014-09-01,Hydraulic turbine,52919,52919,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-09-01,Tidal power turbine,1681,1681,0,1,0,0.0000,OK
2014-09-01,Total all types of electricity generation,662402,662402,0,2,0,0.0000,OK
2014-09-01,Wind power turbine,34775,34775,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-10-01,Combustion turbine,40539,40539,0,1,0,0.0000,OK
2014-10-01,Conventional steam turbine,557429,557429,0,2,0,0.0000,OK
2014-10-01,Hydraulic turbine,56224,56224,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-10-01,Tidal power turbine,1376,1376,0,1,0,0.0000,OK
2014-10-01,Total all types of electricity generation,700622,700622,0,2,0,0.0000,OK
2014-10-01,Wind power turbine,45054,45054,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-11-01,Combustion turbine,18962,18962,0,1,0,0.0000,OK
2014-11-01,Conventional steam turbine,695789,695789,0,2,0,0.0000,OK
2014-11-01,Hydraulic turbine,104423,104423,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-11-01,Tidal power turbine,-4,-4,0,1,0,0.0000,OK
2014-11-01,Total all types of electricity generation,869441,869441,0,2,0,0.0000,OK
2014-11-01,Wind power turbine,50271,50271,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-12-01,Combustion turbine,51929,51929,0,1,0,0.0000,OK
2014-12-01,Conventional steam turbine,732406,732406,0,2,0,0.0000,OK
2014-12-01,Hydraulic turbine,153022,153022,1,2,0,0.0000,SUPPRESSED_SOURCE
2014-12-01,Tidal power turbine,-94,-94,0,1,0,0.0000,OK
2014-12-01,Total all types of electricity generation,984552,984552,0,2,0,0.0000,OK
2014-12-01,Wind power turbine,47289,47289,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-01-01,Combustion turbine,37469,37469,0,1,0,0.0000,OK
2015-01-01,Conventional steam turbine,920945,920945,0,2,0,0.0000,OK
2015-01-01,Hydraulic turbine,101627,101627,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-01-01,Tidal power turbine,-124,-124,0,1,0,0.0000,OK
2015-01-01,Total all types of electricity generation,1107786,1107786,0,2,0,0.0000,OK
2015-01-01,Wind power turbine,47869,47869,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-02-01,Combustion turbine,29331,29331,0,1,0,0.0000,OK
2015-02-01,Conventional steam turbine,888613,888613,0,2,0,0.0000,OK
2015-02-01,Hydraulic turbine,109073,109073,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-02-01,Tidal power turbine,-164,-164,0,1,0,0.0000,OK
2015-02-01,Total all types of electricity generation,1069732,1069732,0,2,0,0.0000,OK
2015-02-01,Wind power turbine,42879,42879,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-03-01,Combustion turbine,56309,56309,0,1,0,0.0000,OK
2015-03-01,Conventional steam turbine,857233,857233,0,2,0,0.0000,OK
2015-03-01,Hydraulic turbine,103649,103649,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-03-01,Tidal power turbine,-13,-13,0,1,0,0.0000,OK
2015-03-01,Total all types of electricity generation,1065951,1065951,0,2,0,0.0000,OK
2015-03-01,Wind power turbine,48773,48773,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-04-01,Combustion turbine,57885,57885,0,1,0,0.0000,OK
2015-04-01,Conventional steam turbine,658696,658696,0,2,0,0.0000,OK
2015-04-01,Hydraulic turbine,101702,101702,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-04-01,Tidal power turbine,1538,1538,0,1,0,0.0000,OK
2015-04-01,Total all types of electricity generation,859504,859504,0,2,0,0.0000,OK
2015-04-01,Wind power turbine,39683,39683,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-05-01,Combustion turbine,39655,39655,0,1,0,0.0000,OK
2015-05-01,Conventional steam turbine,460609,460609,0,2,0,0.0000,OK
2015-05-01,Hydraulic turbine,124550,124550,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-05-01,Tidal power turbine,1615,1615,0,1,0,0.0000,OK
2015-05-01,Total all types of electricity generation,670071,670071,0,2,0,0.0000,OK
2015-05-01,Wind power turbine,43642,43642,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-06-01,Combustion turbine,64361,64361,0,1,0,0.0000,OK
2015-06-01,Conventional steam turbine,459052,459052,0,2,0,0.0000,OK
2015-06-01,Hydraulic turbine,105648,105648,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-06-01,Tidal power turbine,1951,1951,0,1,0,0.0000,OK
2015-06-01,Total all types of electricity generation,668170,668170,0,2,0,0.0000,OK
2015-06-01,Wind power turbine,37158,37158,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-07-01,Combustion turbine,61496,61496,0,1,0,0.0000,OK
2015-07-01,Conventional steam turbine,552601,552601,0,2,0,0.0000,OK
2015-07-01,Hydraulic turbine,78570,78570,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-07-01,Tidal power turbine,870,870,0,1,0,0.0000,OK
2015-07-01,Total all types of electricity generation,718609,718609,0,2,0,0.0000,OK
2015-07-01,Wind power turbine,25072,25072,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-08-01,Combustion turbine,37075,37075,0,1,0,0.0000,OK
2015-08-01,Conventional steam turbine,603747,603747,0,2,0,0.0000,OK
2015-08-01,Hydraulic turbine,65891,65891,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-08-01,Tidal power turbine,22,22,0,1,0,0.0000,OK
2015-08-01,Total all types of electricity generation,734271,734271,0,2,0,0.0000,OK
2015-08-01,Wind power turbine,27536,27536,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-09-01,Combustion turbine,15509,15509,0,1,0,0.0000,OK
2015-09-01,Conventional steam turbine,545125,545125,0,2,0,0.0000,OK
2015-09-01,Hydraulic turbine,64474,64474,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-09-01,Tidal power turbine,1791,1791,0,1,0,0.0000,OK
2015-09-01,Total all types of electricity generation,663572,663572,0,2,0,0.0000,OK
2015-09-01,Wind power turbine,36673,36673,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-10-01,Combustion turbine,46617,46617,0,1,0,0.0000,OK
2015-10-01,Conventional steam turbine,578180,578180,0,2,0,0.0000,OK
2015-10-01,Hydraulic turbine,35164,35164,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-10-01,Tidal power turbine,1524,1524,0,1,0,0.0000,OK
2015-10-01,Total all types of electricity generation,711866,711866,0,2,0,0.0000,OK
2015-10-01,Wind power turbine,50381,50381,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-11-01,Combustion turbine,44690,44690,0,1,0,0.0000,OK
2015-11-01,Conventional steam turbine,626172,626172,0,2,0,0.0000,OK
2015-11-01,Hydraulic turbine,38256,38256,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-11-01,Tidal power turbine,1979,1979,0,1,0,0.0000,OK
2015-11-01,Total all types of electricity generation,757205,757205,0,2,0,0.0000,OK
2015-11-01,Wind power turbine,46108,46108,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-12-01,Combustion turbine,52597,52597,0,1,0,0.0000,OK
2015-12-01,Conventional steam turbine,675829,675829,0,2,0,0.0000,OK
2015-12-01,Hydraulic turbine,74700,74700,1,2,0,0.0000,SUPPRESSED_SOURCE
2015-12-01,Tidal power turbine,1831,1831,0,1,0,0.0000,OK
2015-12-01,Total all types of electricity generation,847792,847792,0,2,0,0.0000,OK
2015-12-01,Wind power turbine,42835,42835,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-01-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-01-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-01-01,Hydraulic turbine,92922,92922,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-01-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-01-01,Solar,0,0,0,2,0,,OK
2016-01-01,Tidal power turbine,1257,1257,0,2,0,0.0000,OK
2016-01-01,Total all types of electricity generation,1024849,1024849,0,2,0,0.0000,OK
2016-01-01,Total electricity production from combustible fuels,823926,823926,0,2,0,0.0000,OK
2016-01-01,Wind power turbine,106744,106744,0,2,0,0.0000,OK
2016-02-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-02-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-02-01,Hydraulic turbine,115791,115791,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-02-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-02-01,Solar,0,0,0,2,0,,OK
2016-02-01,Tidal power turbine,1782,1782,0,2,0,0.0000,OK
2016-02-01,Total all types of electricity generation,910561,910561,0,2,0,0.0000,OK
2016-02-01,Total electricity production from combustible fuels,700949,700949,0,2,0,0.0000,OK
2016-02-01,Wind power turbine,92039,92039,0,2,0,0.0000,OK
2016-03-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-03-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-03-01,Hydraulic turbine,123478,123478,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-03-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-03-01,Solar,0,0,0,2,0,,OK
2016-03-01,Tidal power turbine,1901,1901,0,2,0,0.0000,OK
2016-03-01,Total all types of electricity generation,951946,951946,0,2,0,0.0000,OK
2016-03-01,Total electricity production from combustible fuels,735956,735956,0,2,0,0.0000,OK
2016-03-01,Wind power turbine,90611,90611,0,2,0,0.0000,OK
2016-04-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-04-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-04-01,Hydraulic turbine,111394,111394,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-04-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-04-01,Solar,0,0,0,2,0,,OK
2016-04-01,Tidal power turbine,1800,1800,0,2,0,0.0000,OK
2016-04-01,Total all types of electricity generation,791079,791079,0,2,0,0.0000,OK
2016-04-01,Total electricity production from combustible fuels,593943,593943,0,2,0,0.0000,OK
2016-04-01,Wind power turbine,83942,83942,0,2,0,0.0000,OK
2016-05-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-05-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-05-01,Hydraulic turbine,95163,95163,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-05-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-05-01,Solar,0,0,0,2,0,,OK
2016-05-01,Tidal power turbine,1803,1803,0,2,0,0.0000,OK
2016-05-01,Total all types of electricity generation,751409,751409,0,2,0,0.0000,OK
2016-05-01,Total electricity production from combustible fuels,587239,587239,0,2,0,0.0000,OK
2016-05-01,Wind power turbine,67204,67204,0,2,0,0.0000,OK
2016-06-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-06-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-06-01,Hydraulic turbine,48131,48131,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-06-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-06-01,Solar,0,0,0,2,0,,OK
2016-06-01,Tidal power turbine,1314,1314,0,2,0,0.0000,OK
2016-06-01,Total all types of electricity generation,663192,663192,0,2,0,0.0000,OK
2016-06-01,Total electricity production from combustible fuels,546213,546213,0,2,0,0.0000,OK
2016-06-01,Wind power turbine,67534,67534,0,2,0,0.0000,OK
2016-07-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-07-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-07-01,Hydraulic turbine,34819,34819,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-07-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-07-01,Solar,0,0,0,2,0,,OK
2016-07-01,Tidal power turbine,1171,1171,0,2,0,0.0000,OK
2016-07-01,Total all types of electricity generation,706592,706592,0,2,0,0.0000,OK
2016-07-01,Total electricity production from combustible fuels,614351,614351,0,2,0,0.0000,OK
2016-07-01,Wind power turbine,56251,56251,0,2,0,0.0000,OK
2016-08-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-08-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-08-01,Hydraulic turbine,28467,28467,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-08-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-08-01,Solar,0,0,0,2,0,,OK
2016-08-01,Tidal power turbine,1923,1923,0,2,0,0.0000,OK
2016-08-01,Total all types of electricity generation,732723,732723,0,2,0,0.0000,OK
2016-08-01,Total electricity production from combustible fuels,647547,647547,0,2,0,0.0000,OK
2016-08-01,Wind power turbine,54786,54786,0,2,0,0.0000,OK
2016-09-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-09-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-09-01,Hydraulic turbine,20608,20608,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-09-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-09-01,Solar,0,0,0,2,0,,OK
2016-09-01,Tidal power turbine,1415,1415,0,2,0,0.0000,OK
2016-09-01,Total all types of electricity generation,683001,683001,0,2,0,0.0000,OK
2016-09-01,Total electricity production from combustible fuels,584591,584591,0,2,0,0.0000,OK
2016-09-01,Wind power turbine,76387,76387,0,2,0,0.0000,OK
2016-10-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-10-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-10-01,Hydraulic turbine,32568,32568,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-10-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-10-01,Solar,0,0,0,2,0,,OK
2016-10-01,Tidal power turbine,1108,1108,0,2,0,0.0000,OK
2016-10-01,Total all types of electricity generation,759829,759829,0,2,0,0.0000,OK
2016-10-01,Total electricity production from combustible fuels,628298,628298,0,2,0,0.0000,OK
2016-10-01,Wind power turbine,97855,97855,0,2,0,0.0000,OK
2016-11-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-11-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-11-01,Hydraulic turbine,61033,61033,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-11-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-11-01,Solar,0,0,0,2,0,,OK
2016-11-01,Tidal power turbine,1665,1665,0,2,0,0.0000,OK
2016-11-01,Total all types of electricity generation,835474,835474,0,2,0,0.0000,OK
2016-11-01,Total electricity production from combustible fuels,675770,675770,0,2,0,0.0000,OK
2016-11-01,Wind power turbine,97006,97006,0,2,0,0.0000,OK
2016-12-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2016-12-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2016-12-01,Hydraulic turbine,39114,39114,1,2,0,0.0000,SUPPRESSED_SOURCE
2016-12-01,Other types of electricity generation,0,0,0,2,0,,OK
2016-12-01,Solar,0,0,0,2,0,,OK
2016-12-01,Tidal power turbine,1408,1408,0,2,0,0.0000,OK
2016-12-01,Total all types of electricity generation,1009910,1009910,0,2,0,0.0000,OK
2016-12-01,Total electricity production from combustible fuels,859330,859330,0,2,0,0.0000,OK
2016-12-01,Wind power turbine,110058,110058,0,2,0,0.0000,OK
2017-01-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-01-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-01-01,Hydraulic turbine,90629,90629,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-01-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-01-01,Solar,0,0,0,2,0,,OK
2017-01-01,Tidal power turbine,1723,1723,0,2,0,0.0000,OK
2017-01-01,Total all types of electricity generation,1049601,1049601,0,2,0,0.0000,OK
2017-01-01,Total electricity production from combustible fuels,859399,859399,0,2,0,0.0000,OK
2017-01-01,Wind power turbine,97850,97850,0,2,0,0.0000,OK
2017-02-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-02-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-02-01,Hydraulic turbine,91456,91456,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-02-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-02-01,Solar,0,0,0,2,0,,OK
2017-02-01,Tidal power turbine,1562,1562,0,2,0,0.0000,OK
2017-02-01,Total all types of electricity generation,963383,963383,0,2,0,0.0000,OK
2017-02-01,Total electricity production from combustible fuels,752049,752049,0,2,0,0.0000,OK
2017-02-01,Wind power turbine,118316,118316,0,2,0,0.0000,OK
2017-03-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-03-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-03-01,Hydraulic turbine,117440,117440,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-03-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-03-01,Solar,0,0,0,2,0,,OK
2017-03-01,Tidal power turbine,430,430,0,2,0,0.0000,OK
2017-03-01,Total all types of electricity generation,1026938,1026938,0,2,0,0.0000,OK
2017-03-01,Total electricity production from combustible fuels,769588,769588,0,2,0,0.0000,OK
2017-03-01,Wind power turbine,139480,139480,0,2,0,0.0000,OK
2017-04-01,Combustion turbine,,,1,1,,,SUPPRESSED_SOURCE
2017-04-01,Conventional steam turbine,,,2,2,,,SUPPRESSED_SOURCE
2017-04-01,Hydraulic turbine,97915,97915,1,2,0,0.0000,SUPPRESSED_SOURCE
2017-04-01,Other types of electricity generation,0,0,0,2,0,,OK
2017-04-01,Solar,0,0,0,2,0,,OK
2017-04-01,Tidal power turbine,0,0,0,2,0,,OK
